ID,Name,Concepticon_ID,Concepticon_Gloss,Portuguese_Gloss,German_Gloss
785_row,row,1849,ROW,remar,Rudern
786_call,call,1084,CALL,chamar,Rufen
787_iswinginthehammock,I swing in the hammock,,,eu balanço a rede,Ich schaukle mich in der Hängematte
788_youswinginthehammock,you swing in the hammock,,,você balança a rede,Du schaukelst dich in der Hängematte
789_shoot,shoot,1172,SHOOT,atirar,Schießen
790_sleep,sleep,1585,SLEEP,dormir,Schlafen
791_iwanttosleep,I want to sleep,,,eu quero dormir,Ich will schlafen
792_strikeorbeat,strike or beat,2133,STRIKE OR BEAT,bater ou surrar,Schlagen
793_grind,grind,1033,GRIND,moer,Schleifen
794_swallow,swallow,897,SWALLOW,engolir,Schlucken
795_snoring,snoring,,,roncar,Schnarchen
796_cut,cut,1432,CUT,cortar,Schneiden
797_icutwithmyknife,I cut with my knife,,,eu corto com a minha faca,Ich schneide mit meinem Messer
798_swim,swim,1439,SWIM,nadar,Schwimmen
799_see,see,1409,SEE,ver,Sehen
800_sing,sing,1261,SING,cantar,Singen
801_sit,sit,1416,SIT,sentar,Sitzen
802_speak,speak,1623,SPEAK,falar (palavras),Sprechen
803_jump,jump,1829,JUMP,pular,Springen
804_sting,sting,571,STING,ferror,Stechen
805_stand,stand,1442,STAND,ficar em pé,Stehen
806_die,die,1494,DIE,morrer,Sterben
807_dive,dive,119,DIVE,mergulhar,Tauchen
808_kill,kill,1417,KILL,matar,Töten
809_drink,drink,1401,DRINK,beber,Trinken
810_turningback,turning back,,,voltar,Umkehren
811_grow,grow,479,GROW,crescer,Wachsen
812_beinginfluctuatingmotion,being in fluctuating motion,,,estar flutuando,Waben
813_cry,cry,1839,CRY,chorar,Weinen
814_throw,throw,1456,THROW,arrmessar,Werfen
815_want,want,1784,WANT,querer,Wollen
816_count,count,1420,COUNT,contar,Zählen
817_show,show,1039,SHOW,mostrar,Zeigen
818_pull,pull,1455,PULL,empurrar,Ziehen
819_shiver,shiver,52,SHIVER,tremer,Zittern
820_forwardletsgo,forward! let's go,,,bora! vamo lá,Vorwärts! Laßt uns gehen
821_wellinvitationtoeatetc,well! (invitation to eat etc.),,,bora! (convite para comer etc.),Wohlan! (Aufforderung zum Essen usw.)
